ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,Description,,,,,,,,,
1207949730,Curso online de papeles al engrudo,Stationery,Crafts,EUR,2015-10-27,1650,2015-10-07 21:37:20,70,failed,2,ES,78.29,77.12,1817.8,"Curso online con texto, imágenes y vídeos, de la forma de pintar papeles al engrudo, desde los patrones clásicos a la actualidad",,,,,,,,,
1207951782,THE ZOO KEEPER'S HOUSE - a new CD from JEMEEL MOONDOC,Jazz,Music,USD,2013-09-26,3400,2013-08-29 03:28:23,3420,successful,64,US,3420,3420,3400,This project will contain compositions by Moondoc, akin to artifacts and pets that may be found in a ZOO KEEPER'S HOUSE, old and new.,,,,,,,
1207957590,The Post Silver Exhibition,Photography,Photography,GBP,2017-04-15,1200,2017-03-16 16:16:13,1235,successful,22,GB,72.95,1578.11,1533.39,We are a collective of students from Manchester School of Art raising money to exhibit our degree show work in London.,,,,,,,,,
1207960232,Lend a Hand for Love,Shorts,Film & Video,USD,2012-12-22,18500,2012-11-26 18:46:14,19259.85,successful,267,US,19259.85,19259.85,18500,"Love was in their hands, but their hands ran away...",,,,,,,,,
1207963044,Sangoma - Discovering Shamans of South Africa,Film & Video,Film & Video,USD,2011-02-20,7500,2011-01-14 06:18:47,7595,successful,98,US,7595,7595,7500,"In this feature film, a team of consciousness-explorers chronicle their adventure to bring home the shamanic wisdom of South Africa.",,,,,,,,,
1207980998,"The Red Door Emporium: Cafe, Art, Consignment, Community",Food,Food,USD,2014-08-29,10000,2014-07-30 14:34:30,2612,failed,22,US,2612,2612,10000,"A coffee shop, art gallery and kids' consignment shop, seasoned with community activities and wrapped in Southern Hospitality!",,,,,,,,,
1207985211,Not the Gnomes,Shorts,Film & Video,USD,2012-06-21,3000,2012-05-22 23:18:43,430,failed,15,US,430,430,3000,"Gnomes are cute. Gnomes are mischievous, and now they're murderous. A comedic horror film by Bonsai Tree Productions.",,,,,,,,,
1207985740,Trip of the United States,Nature,Photography,USD,2014-12-24,8500,2014-11-14 01:18:08,0,failed,0,US,0,0,8500,The Best America has to Offer,,,,,,,,,
1207988215,E-Taxi,Apps,Technology,USD,2015-09-21,22000,2015-08-22 23:57:49,10,failed,2,US,10,10,22000,"You've heard of Uber, Lyft or Curb right ? They're Great ... We're better :) and by that I mean cheaper, more reliable and faster. Easy",,,,,,,,,
1207995766,The Constellation Song,Animation,Film & Video,USD,2012-04-27,2000,2012-03-28 16:42:36,2180,successful,47,US,2180,2180,2000,The Constellation Song is an animated film based on characters created in a series of recent paintings.,,,,,,,,,
120799735,Lakota Playing Cards,Illustration,Art,USD,2014-05-02,10000,2014-04-02 18:52:28,10889,successful,236,US,10889,10889,10000,"Hi! Please support my deck of Native American playing cards, each suit is illustrated with a different character of Lakota lore.",,,,,,,,,
1208011665,Hollow Earth. Perth's 1st Oddity store (Canceled),Taxidermy,Crafts,AUD,2016-01-20,10000,2015-12-18 03:19:58,75,canceled,3,AU,54.07,52.71,7027.41,"Hollow Earth is slated to be Perth's 1st true Oddity/Collectables store.
Selling anything from hand-made trinkets to occult items.",,,,,,,,,
1208015797,OMG! It's Coffee Mobile Concessions (Truck or Trailer),Food,Food,USD,2013-04-20,25000,2013-03-20 23:25:15,0,failed,0,US,0,0,25000,Bringing Healthy Organic Coffee and Tea to the People by using a concession truck or trailer.,,,,,,,,,
1208016424,Dust Bunny Sock Monster Children's Book,Children's Books,Publishing,USD,2014-04-14,12000,2014-03-14 23:31:06,1315,failed,27,US,1315,1315,12000,"A modern-day parable about encouraging children to clean up their room, featuring a kleptomaniac sock-stealing dust bunny.",,,,,,,,,
1208016572,The path to my dream and passion,Art,Art,USD,2014-09-17,22000,2014-07-30 01:54:57,10,failed,1,US,10,10,22000,"Many know this struggle,the struggle to find funds for college. I'm pursuing my dream & passion to become a Special Fx Makeup Artist.",,,,,,,,,
1208018755,D.U.I.: Ticket to HELL. A Real Life Cautionary Tale,Nonfiction,Publishing,USD,2012-02-15,2900,2012-01-01 18:28:10,25,canceled,1,US,25,25,2900,"The untold reality of a D.U.I. arrest, and the lifetime consequences.",,,,,,,,,
1208019723,PMJ - Reinventing the modern sneaker.,Footwear,Fashion,EUR,2016-12-08,25000,2016-10-24 19:45:47,7834,failed,65,FR,1045.07,8271.92,26397.48,PMJ reinvents the traditional luxury sneaker - we are the true alternative to the $500+ high end sneakers and their $230+ rip offs.,,,,,,,,,
1208021815,IRIS CLOTHING SYD (Canceled),Apparel,Fashion,AUD,2015-10-17,3000,2015-09-17 06:31:57,0,canceled,0,AU,0,0,2180.39,"No gimmicks, no fancy team of designers. Just a way for us to showcase local artistic talent on a larger stage and make killer threads.",,,,,,,,,
1208022297,Black Hat (jeu vidéo),Video Games,Games,EUR,2016-05-30,500,2016-04-30 22:59:12,0,failed,0,FR,0,0,557.7,"Mon projet de jeu vidéo sera un jeu de stratégie, réflexion, en immersion 2D axée sur le piratage et la vie d'un hacker jouer par vous",,,,,,,,,
1208026519,THEN CAME JESUS,Music,Music,USD,2013-06-21,12000,2013-05-29 14:41:58,15,failed,1,US,15,15,12000,God has given me the gift of writing. I am building a Music Catalog. I write Gospel Music for families. My Cd's have Blessed many youth,,,,,,,,,
120803424,"""Love Me! (Why Everyone Hates Actors)"" Capital Fringe Show",Theater,Theater,USD,2011-05-16,3000,2011-04-02 00:33:24,845,failed,36,US,845,845,3000,How many stereotypes do we have when in comes to actors?  Let's see why they're all crazy!  A parody of an actor's life shows us why!,,,,,,,,,
1208036914,Tome of Heroes - A Realtime Mobile PvP Game,Mobile Games,Games,USD,2017-08-12,5000,2017-07-13 00:26:28,25,failed,1,US,0,25,5000,"A fast-paced and strategic mobile game that offers a real time, competitive and balanced player vs player environment.",,,,,,,,,
1208037337,Jugger The Tabletop Game: Dogskull Heroes (Canceled),Tabletop Games,Games,AUD,2016-04-21,51165,2016-03-22 21:59:49,9097,canceled,62,AU,6902.83,7032.31,39552.41,"You get hours of guaranteed enjoyment with this 2-player skirmish tabletop game based on the real life combat sport, ""Jugger"".",,,,,,,,,
1208043841,Fresh Perspective Magazine,Zines,Publishing,USD,2014-10-25,1500,2014-10-09 18:03:59,1591,successful,38,US,1591,1591,1500,"Please help us provide the printed platform for creators, makers, and doers in our community to share their passions!",,,,,,,,,
1208045329,'THE ADVENTURES OF THE KITE FAMILY' A COMIC BOOK SERIES,Comics,Comics,NZD,2014-04-27,1500,2014-02-26 01:15:54,210,failed,6,NZ,173.85,181.65,1297.47,I am writing a comic book series. I have made one issue and I want to make more but my artists won't work for free!,,,,,,,,,
1208046215,Twisted Tower (An 80's Themed Jenga Style Strategy Game),Tabletop Games,Games,USD,2017-07-08,25000,2017-06-08 20:41:50,346,failed,10,US,75,346,25000,We used card and video game aspects to make a Jenga style strategy game with an 80's retro theme.,,,,,,,,,
1208047047,OldTown Festival 2015,Live Games,Games,EUR,2015-06-17,8000,2015-05-18 21:10:49,2332,failed,88,DE,2666.61,2634.94,9039.24,The biggest postapocalyptic festival in Europe. 72h LARP & 3 days of artistic events. OldTown – best party since the end of the world.,,,,,,,,,
1208052423,The Switched-On Garden 002,Public Art,Art,USD,2012-04-25,7000,2012-03-13 01:37:13,7720.95,successful,240,US,7720.95,7720.95,7000,"Data Garden seeks to produce an interactive exhibition exploring the relationship between plants, music and technology.",,,,,,,,,
120806006,"Samsara, a pure strategy game for 3-8 players",Tabletop Games,Games,USD,2011-06-30,10000,2011-05-16 17:37:32,1417,failed,26,US,1417,1417,10000,A Buddhist-themed abstract strategy game that involves negotiation for ages 10 and up,,,,,,,,,
1208061289,SPACE FOX - The Digital Art of Rachelle And Fernando Palma,Comics,Comics,AUD,2014-01-31,20000,2013-12-17 01:48:12,290,failed,20,AU,259.89,252.61,17421.6,"Space Fox is a hard bound Collection of Digitally Masterly Colored Pin Ups, it's also a Comic, & a great Story, 5 years in the making.",,,,,,,,,
1208068706,Live sculpt of Famous Racehorse Sculpture,Sculpture,Art,GBP,2015-03-18,20000,2015-02-18 11:27:38,0,failed,0,GB,0,0,29706.21,"Edward Waites sculpting a famous racehorse at Chelsea Flower Show, Royal Ascot and The Breeders Cup, Kentucky, Keeneland live.",,,,,,,,,
1208083423,Reasons to Go Outside: A Seattle Parks Project,Publishing,Publishing,USD,2014-02-27,2500,2014-02-07 22:26:39,6421,successful,108,US,6421,6421,2500,Over the course of three and a half years we went to every park in Seattle. We took a photograph at each one and are making a book.,,,,,,,,,
1208089557,Tribe: A Totem Pole at Tir na nOg,Public Art,Art,GBP,2015-07-05,750,2015-06-11 21:01:44,0,failed,0,GB,0,0,1163.82,"We are creating an elemental totem pole at Tir na nOg, through creative and practical workshops, to tell the story of its 1st 10 years.",,,,,,,,,
1208096063,D.Collins First Solo CD (EP) Titled The Journey 3 Song Track,Music,Music,USD,2012-12-07,1600,2012-10-10 22:27:03,5,failed,1,US,5,5,1600,I'm making my first EP this have always been my dream. Help me make this dream come true and be a part of this with me!,,,,,,,,,
1208096966,Easy Baking,Food,Food,GBP,2015-10-21,20000,2015-09-21 16:32:44,20,failed,2,GB,31.06,30.81,30808.1,"Halve the time of sieving. An elegant, hand crafted, solid granite ball speeds up time in the kitchen. Great for home baking.",,,,,,,,,
120810433,Pageant of Queens - Inspiring Plus Size Fashion TV Show,Fashion,Fashion,USD,2012-02-02,14357,2012-01-14 01:18:13,0,failed,0,US,0,0,14357,"POQ will take women on a journey of self discovery, fashionista training, health tips, community service and a creative awakening.",,,,,,,,,
1208112698,Earth Alliance A SCI-FI Comic Book,Comics,Comics,USD,2013-11-11,3500,2013-10-12 16:28:09,1062,failed,52,US,1062,1062,3500,"A unprovoked attack by a hostile alien race. A father and son at odds, must join together to defend Earth.",,,,,,,,,
1208116504,We Will Shout Out Your Name In Public!,Public Art,Art,GBP,2014-10-18,1000,2014-09-18 19:00:07,45,failed,8,GB,73.19,72.23,1605.06,"Tell us your name or your message and we will shout it out in the middle of Copenhagen, Denmark!",,,,,,,,,
1208139700,Grandmothers Murder Club - The Movie,Comedy,Film & Video,USD,2016-03-03,20000,2016-02-02 21:03:15,20159,successful,201,US,20159,20159,20000,A dark comedy feature film starring Florence Henderson and Pam Grier about four grandmothers who accidentally kill a con man.,,,,,,,,,
1208144373,Action Deck | To Spark Your Journey (Canceled),Design,Design,GBP,2015-06-18,6000,2015-05-18 22:09:34,0,canceled,0,GB,0,0,9502.99,"99 Cards of Facts, Quotes & Inspiration to guide you to making your wildest dreams come true. Dream & Live.",,,,,,,,,
1208147083,5k Truffles Orchard - Adopt A Tree Today.,Farms,Food,USD,2015-11-24,880000,2015-09-25 22:14:48,25,failed,1,US,25,25,880000,"One orchard with five thousand trees and hopefully 5,000 owners. A totally unique way to invest your money and watch it grow.",,,,,,,,,
1208151711,"Buck, Buck, Moose: The Venison Cookbook",Cookbooks,Food,USD,2015-11-10,30000,2015-10-04 18:26:01,93763,successful,1356,US,93763,93763,30000,"Buck, Buck, Moose will be a hardcover, full-color venison cookbook that will take you from nose to tail and around the world.",,,,,,,,,
1208158941,Help save local lost and buried history for public display.,Public Art,Art,USD,2014-12-01,3500,2014-10-26 00:39:46,5,failed,1,US,5,5,3500,Huge amounts of our history is still buried under the ground rusting and wasting away.  with help i can locate and save it for all.,,,,,,,,,
1208171867,The Universal Mind Oracle Deck,Art,Art,USD,2017-05-01,4400,2017-04-01 03:34:10,6183,successful,131,US,1602,6183,4400,"The Universal Mind Oracle is a 44 card, intuition-building oracle deck.",,,,,,,,,
1208180364,Tideland Books and Bottle Shop,Publishing,Publishing,USD,2014-10-15,15000,2014-09-15 23:34:50,6424.13,failed,87,US,6424.13,6424.13,15000,"Tideland: an independent bookstore and beer shop, as well as a worldwide community and information sharing forum for publishers.",,,,,,,,,
1208206447,Year of the Sun,Documentary,Film & Video,USD,2012-10-20,35000,2012-09-20 19:26:11,14190,failed,66,US,14190,14190,35000,Year of the Sun is an adventure about the issues surrounding Global Citizenship and Globalization.,,,,,,,,,
1208208262,Play Grounds: Theater on Site 2014,Theater,Theater,USD,2014-04-22,4000,2014-03-23 10:33:36,4300,successful,66,US,4300,4300,4000,"Three outdoor locations! Three plays! Support innovative, original theater in Lancaster City.",,,,,,,,,
1208208361,Fratagrapher Next Level Marketing Company!,Photography,Photography,USD,2017-07-26,10000,2017-07-10 16:46:43,111,failed,3,US,100,111,10000,Hello! We are a new type of marketing company that is making a simple way for photographers and models to network near them!,,,,,,,,,
1208210324,Country Mouse Puppets -  Episode 1 of marionette webseries,Film & Video,Film & Video,USD,2013-09-19,1000,2013-08-20 19:36:18,100,failed,1,US,100,100,1000,Marionettes meet the real world in Country Mouse Puppets. Please view my video and see for yourself. I hope to hear from you. - Sydney,,,,,,,,,
1208213057,Modular LED Lighting Kits - By PoweredPlay Gaming,Games,Games,USD,2013-06-05,8000,2013-05-06 17:56:48,27126,successful,208,US,27126,27126,8000,"PoweredPlay Gaming's simple, modular LED lighting and effects kits let you enhance your models, games and more!",,,,,,,,,
1208215202,21 years of British Comedy,Publishing,Publishing,GBP,2014-12-08,8500,2014-11-11 17:47:02,651,failed,27,GB,1035.04,1022.7,13353.23,"A book celebrating the annual Leicester Comedy Festival, the longest running comedy festival in Europe.",,,,,,,,,
1208219221,The perfect swimsuits for gentlemen,Apparel,Fashion,CAD,2017-07-31,15000,2017-06-01 13:35:06,15727,successful,166,CA,772.63,12509.55,11931.28,LANE swimwear stand out by their unique & innovative design and by the quality of the materials used. #WEARELANE,,,,,,,,,
1208223142,Get a Quick Fix,Drinks,Food,USD,2015-01-01,40000,2014-12-02 00:22:01,18,failed,3,US,18,18,40000,I want to open several drive-thru coffee shops featuring fresh locally roasted single origin drinks to choose from.,,,,,,,,,
1208223437,( FROM MY MIND TO YOURS ) my book of Ideas,Nonfiction,Publishing,USD,2013-05-20,2000,2013-04-17 05:34:48,30,failed,2,US,30,30,2000,Inspired by the kickstarter community and my family. a book of ideas for your next kickstarter project. from my mind to yours.,,,,,,,,,
1208224380,The Warehouse Facility Upgrade Project,Public Art,Art,USD,2012-09-26,5000,2012-09-11 18:59:12,7900,successful,51,US,7900,7900,5000,"The Warehouse brings culture through art and music, while exposing countless area artists to collectors. Now, the Warehouse needs us!",,,,,,,,,
1208224598,Origami Ornament Holiday Cards 2014,Graphic Design,Design,USD,2014-09-16,1000,2014-07-18 18:24:12,1687,successful,43,US,1687,1687,1000,The holidays come in all shapes and sizes. Surprise your loved ones with a not-so-ordinary greeting card.,,,,,,,,,
1208228155,Team WeStealPuppies competing in the Music Video Race,Film & Video,Film & Video,USD,2012-05-18,1500,2012-05-03 17:44:27,2005,successful,46,US,2005,2005,1500,"Over the weekend of May 18-20, we will be participating in the 'Music Video Race.' We have 48 hours to write, shoot and edit our film.",,,,,,,,,
1208231676,Solace - a coming of age feature film,Drama,Film & Video,USD,2014-08-31,30000,2014-08-01 22:51:21,34260.75,successful,406,US,34260.75,34260.75,30000,A coming of age drama about an idealistic teenage girl who finds solace in her friendship with the troubled girl next door.,,,,,,,,,
1208243783,Cowpuncher,Documentary,Film & Video,USD,2012-05-09,230000,2012-03-10 06:28:15,5,failed,1,US,5,5,230000,COWPUNCHER brings to screen E.C. Abbott’s  classic oral autobiography with rare historical footage and wonderful Western music.,,,,,,,,,
1208243804,Cenita,Ready-to-wear,Fashion,EUR,2015-02-03,500,2015-01-04 18:53:44,11,failed,2,NL,13.2,12.59,572.35,"Hi, we are two students from The Netherlands with a fashion blog. We want to show people that fashion doesn’t have to be expensive.",,,,,,,,,
1208246341,The Blue's Gloos,Games,Games,USD,2015-10-28,25000,2015-09-28 19:00:58,0,failed,0,US,0,0,25000,Make your snowy fun igloo in less time than ever and enjoy it longer with our multi-sized brick molds. All fit into 1 for portability!,,,,,,,,,
1208252140,Bing Continued,Music,Music,USD,2014-12-05,500,2014-11-05 23:37:26,0,canceled,0,US,0,0,500,Help me bring back the sound of Bing to a new century by helping me put together a studio and some marketing.  You'll be glad you did.,,,,,,,,,
1208256909,Spotty Teenager,Music,Music,GBP,2013-09-05,2000,2013-08-06 12:44:50,107,failed,10,GB,163.46,166.69,3115.65,A 16 year old singer / songwriter's debut album. The songs are all originals and now he needs your help to record it...,,,,,,,,,
1208257384,Edge of Shelter,Music,Music,USD,2016-10-30,3050,2016-09-30 20:30:59,3135,successful,35,US,135,3135,3050,"Fused Muse Ensemble’s fall 2016 performance series, focusing on homelessness in Chicago and amplifying voices too often left unheard",,,,,,,,,
1208263203,Coolridebabystrollers,Design,Design,USD,2014-10-02,200000,2014-08-03 07:08:34,199,failed,1,US,199,199,200000,Your Child will travel in style and be the talk of the town in their new Cool Ride Baby Stroller. Your kids will love it.,,,,,,,,,
1208264559,MIITO – the sustainable alternative to the electric kettle,Product Design,Design,EUR,2015-06-14,150000,2015-05-12 07:30:54,818098.88,successful,6052,DE,912907.01,924374.18,169485.78,MIITO is simply but intelligently designed to heat any liquid directly in a vessel while cutting down on excess water and energy usage.,,,,,,,,,
1208273442,Poetry of the common soul,Public Art,Art,USD,2015-05-29,5000,2015-04-29 08:00:31,0,failed,0,US,0,0,5000,"I want to write a book of poetry filled with the average joe. No fancy writers just your everyday guy. Friends, family and strangers.",,,,,,,,,
1208278855,Leather Briefcase Made to Last by Souma Leather,Product Design,Design,USD,2016-11-18,5500,2016-11-03 16:52:37,909,failed,5,US,1406,909,5500,"Made out of quality materials, briefcase that will last you a lifetime, guaranteed!",,,,,,,,,
1208278998,"Small Market, Big Heart",Documentary,Film & Video,USD,2011-11-24,4000,2011-10-25 04:31:47,5970,successful,34,US,5970,5970,4000,"Small Market, Big Heart, is a full-length documentary about the people of Sacramento and their battle to keep the Kings franchise.",,,,,,,,,
1208279449,A Knight In Shining Armor,Fantasy,Film & Video,USD,2017-09-16,8000,2017-08-17 03:17:29,0,failed,0,US,0,0,8000,I am developing a screenplay for a movie.,,,,,,,,,
1208291638,Runner's Republic,Comedy,Film & Video,CAD,2017-08-27,20000,2017-07-28 18:51:54,2431,failed,37,CA,194.77,1954.02,16075.88,"During a zombie apocalypse, Damon and his friends are caught between a gang of zombie hunters and a mace carrying psychopath.",,,,,,,,,
1208298869,Latin Fusion Dance Project. Become a part of the movement.,Experimental,Film & Video,USD,2014-08-07,1350,2014-07-20 05:59:55,1570,successful,24,US,1570,1570,1350,"Latin Fusion Dance Project wants to inspire you to assist us in taking ""inspiring the world"" to another level through visual artistry",,,,,,,,,
1208322171,"Unmanned Airship for Science, and Search & Rescue",Technology,Technology,USD,2015-12-21,750000,2015-11-06 02:37:09,2095,failed,10,US,2095,2095,750000,"A Scientific Research, Humanitarian Aid, and Search & Rescue aerial platform with an easy-to-deploy, all-purpose Unmanned Airship!",,,,,,,,,
1208322704,"""DWEGONS""",Animation,Film & Video,USD,2012-10-01,75000,2012-08-02 01:32:17,6845,failed,36,US,6845,6845,75000,"Dwegons is a fun full length completed computer animation family movie Directed, Produced and Co-written by Tom Walsh",,,,,,,,,
1208325135,ODIUM,Young Adult,Publishing,USD,2014-08-27,12000,2014-08-07 03:58:27,0,failed,0,US,0,0,12000,"This is the tale of two extraordinary best friends, who discover a great secret and become adventurers.",,,,,,,,,
1208327538,The Do What You Can Do Project with JD Malone,Music,Music,USD,2011-10-06,10000,2011-09-06 17:31:29,1291,failed,13,US,1291,1291,10000,A groundbreaking concept in touring by a band whose main desire is to help others who are less fortunate.,,,,,,,,,
1208329123,Lyrics Posters,Graphic Design,Design,GBP,2014-06-02,1000,2014-05-03 15:15:45,1021,successful,30,GB,1724,1717.87,1682.54,"Beautiful, original & iconic prints inspired by lyrics from some of the world's greatest artists printed at the highest quality.",,,,,,,,,
1208331777,War of Conquest,Video Games,Games,USD,2017-10-05,7000,2017-09-05 18:00:00,8698,successful,118,US,360,8698,7000,"The long-awaited sequel to the strategy game where thousands of players build, team up, and battle in a single huge open world.",,,,,,,,,
1208334370,Sidewalk Sisters,Theater,Theater,USD,2013-05-02,4000,2013-03-22 04:24:58,4250,successful,128,US,4250,4250,4000,"Sidewalk Sisters is a compilation of theatre, dance, poetry, rap and song.",,,,,,,,,
1208336338,Peelustrate,Technology,Technology,USD,2017-06-22,110000,2017-05-23 23:26:14,26,failed,2,US,25,26,110000,"Peelustrate is a whole new way of story telling, you and your buddies can now peel through each others adventures in endless ways",,,,,,,,,
1208339651,Cali+Fusion Street Food Truck,Food,Food,USD,2011-08-28,17500,2011-07-29 22:14:53,150,failed,3,US,150,150,17500,This project is a food truck - Cali Fusion - that offers high end quality food without all of the pretense.,,,,,,,,,
1208364138,Defying The Odds EP (with your help) (Canceled),Indie Rock,Music,USD,2011-03-11,20000,2011-02-04 10:11:01,0,canceled,0,US,0,0,20000,Help Nixon Nyce defy the odds! Let's get him into the studio to record & release his debut EP Defying The Odds. A Non-profane HipHop EP,,,,,,,,,
1208366215,Resting Place,Country & Folk,Music,USD,2017-01-03,3000,2016-12-04 03:49:13,3100,successful,78,US,170,3100,3000,This recording project is giving life to 10 songs that I have written in the last few years.,,,,,,,,,
1208370813,Parsimony Jane Clothing Anthology,Fashion,Fashion,USD,2014-07-30,50000,2014-06-30 17:24:37,35,failed,3,US,35,35,50000,SUSTAINABLE FASHION: Vintage is history, every item has a story.,,,,,,,,
1208374079,Zombie Tactical Survival Co.,Crafts,Crafts,GBP,2014-08-21,500,2014-07-22 23:49:41,790,successful,40,GB,1350.52,1309.62,828.87,"Introducing our Zombie Tactical Survival Bracelet & Kit.
The Zombies are coming!",,,,,,,,,
1208378855,Red Angel Exclusive Megacon Variant,Art Books,Publishing,USD,2011-03-01,100,2011-02-10 01:04:57,100,successful,6,US,100,100,100, We will be launching the book at MEGACON 2011. This project will help fund the production costs of the first issue. Thanks!,,,,,,,,,
1208379591,The iLL EP,Hip-Hop,Music,CAD,2014-07-03,1100,2014-06-18 19:15:42,165,failed,4,CA,152.02,155.15,1034.32,"The overdue and much needed recording of a collection of songs professionally to complete a project, and personal goal.",,,,,,,,,
1208380944,Independent Artist Music Awards (Canceled),Music,Music,USD,2013-01-04,250000,2012-12-05 10:19:09,5,canceled,1,US,5,5,250000,"The IAMA's, we are an award ceremony formatted to acknowledge the works of independent artists and labels!",,,,,,,,,
1208381520,Trail of Notes,Nonfiction,Publishing,USD,2015-05-22,10000,2015-03-23 14:16:00,0,failed,0,US,0,0,10000,"This provides a chronological snapshot of my years as an award-winning writer. List your short and long-term goals, accomplish; repeat.",,,,,,,,,
1208382373,Cowabunga Corner Season 5,Journalism,Journalism,USD,2012-08-02,4000,2012-07-03 21:59:21,4035,successful,64,US,4035,4035,4000,This is a video blog that covers all things Teenage Mutant Ninja Turtles. Need help with funding our 5th Season.,,,,,,,,,
1208382727,Shady Slaughters Productions Haunted attraction,Spaces,Theater,USD,2015-03-02,300,2015-01-23 20:59:14,0,failed,0,US,0,0,300,"A ""haunted house"" that benefits the community by helping local college students with volunteer hours and helping out local charities.",,,,,,,,,
1208386277,"MUSIC IS MY LIFE Zawezo Del'Patio ""Latin Recording Artist""",Latin,Music,USD,2015-03-21,99000,2015-02-19 07:34:32,7,failed,3,US,7,7,99000,"""Without music the world would be a boring place"" Quote Zawezo Enjoy our video as we share the story of this talented bilingual singer.",,,,,,,,,
1208391991,No matter what... I'll never give up -Brandon Lee,Pop,Music,USD,2011-09-25,5000,2011-08-26 02:25:39,0,failed,0,US,0,0,5000,Being a positive force in the music industry has always been a dream of mine. I want the world to know that anything is possible.,,,,,,,,,
120839357,"Daddy, What's a Betamax?",Children's Books,Publishing,USD,2012-03-06,6000,2012-02-05 21:14:45,130,failed,6,US,130,130,6000,An illustrated story for today's youth about the technological achievements of the past and how we advanced to where we are today.,,,,,,,,,
1208401748,Tokyo Time Travel: Observing Japan's age through abstraction,Photography,Photography,USD,2014-05-07,8500,2014-04-07 21:24:23,64,failed,3,US,64,64,8500,Join me as I glimpse sentiments of yesteryear throughout Japan! My art aims to illicit diffuse nostalgia using unorthodox photography.,,,,,,,,,
120840294,CB Illustrators-Writers Online Notebook,Illustration,Art,USD,2017-11-11,10000,2017-10-12 02:53:20,0,failed,0,US,0,0,10000,CB Illustrators-Writers Online Notebook provides a membership only simple platform for serious illustrators & writers to showcase work.,,,,,,,,,
1208403481,BE - LINK: Bluetooth Surround Sound for your Helmet,Wearables,Technology,USD,2015-07-22,12000,2015-06-15 15:38:15,100247,successful,1489,US,100247,100247,12000,BE - LINK is a bluetooth audio system for your helmet. Incredible sound quality. Affordable price.,,,,,,,,,
1208414004,Recording WORLDS UPON WORLDS,Music,Music,DKK,2017-02-18,10000,2017-01-19 15:50:57,400,failed,3,DK,14.39,57.08,1427.02,"Very soon 28-30th of January, Love Your Way will record 4 songs at Black Tornado Studios in Copenhagen.",,,,,,,,,
1208414018,Brown Bag Concert Series 2014,Webseries,Film & Video,USD,2014-02-16,2110,2014-01-24 21:24:00,740,failed,30,US,740,740,2110,"The Brown Bag Concert Series started showing off music in 2013.
Help us continue the series next year and add live video streaming.",,,,,,,,,
1208414037,American Icons T-Shirts,Apparel,Fashion,USD,2017-05-25,3000,2017-04-25 23:39:23,1483,failed,37,US,1023,1483,3000,"Wear your favorite American Icons: Susan B. Anthony, Frederick Douglass, Teddy Roosevelt, the Constitution, and the Statue of Liberty.",,,,,,,,,
1208418450,Treasure in Heaven Family Bible Board Game,Tabletop Games,Games,USD,2013-08-25,19000,2013-07-16 01:18:49,2081,failed,22,US,2081,2081,19000,"Players share gifts of Hope, Faith and Love in a battle against Sin and Deception on a journey to New Jerusalem. A fun Christian game.",,,,,,,,,
1208421050,Arsenal: Arena Combat - Hammerhead Expansion,Tabletop Games,Games,USD,2016-06-08,3000,2016-05-17 14:59:40,4048,successful,116,US,4048,4048,3000,"The second official expansion for Arsenal: Arena Combat, the fast-paced dice & hex card game of tactical mech combat for 2-6 players.",,,,,,,,,
1208422465,"Morrina, A Novella in Parts.",Fiction,Publishing,GBP,2016-05-01,6200,2016-04-05 13:21:22,679,failed,10,GB,966.51,984.02,8985.12,"Publishing a paperback edition of Morrina, a novella in parts.",,,,,,,,,
1208424089,The KyooDock : A versatile dock for mobile phone and tablet,Product Design,Design,USD,2014-11-18,75000,2014-09-19 02:29:46,101,canceled,2,US,101,101,75000,"A versatile phone and tablet dock for Apple's iPhone, iPad, HTC, Motorola, LG, Samsung. Uses 30 pin, Lightning and microUSB cable.",,,,,,,,,
1208437461,Make The World Better With Music,Music,Music,USD,2017-02-27,25000,2017-01-28 23:05:10,0,failed,0,US,0,0,25000,You already know that music has an huge impact on every aspect of our world. The promotion of music with a positive message can heal.,,,,,,,,,
1208438728,Worlds Famous Spaghetti,Events,Food,USD,2014-08-20,500,2014-07-21 23:29:18,0,failed,0,US,0,0,500,Everyone Loves spaghetti!!!!! Enjoy my delicious finger-licking spaghetti. I make it for fun. The taste will have you wanting more!!!,,,,,,,,,
1208439019,Hannah Kay Collection,Crafts,Crafts,USD,2017-04-12,600,2017-03-12 23:50:27,0,failed,0,US,0,0,600,"A handmade collection of Bath, Body and Home products. Lotions, Scrubs, Hair and Body Mist, Pet Refreshing Sprays and Home
Fragrances",,,,,,,,,
1208442418,Kuruko - The AMV Sharing Site,Web,Technology,USD,2016-04-07,600,2016-02-17 21:32:18,10,failed,2,US,10,10,600,Do you enjoy watching AMVs (Anime Music Videos)? Are you tired of annoying ads and music copyright laws? Then check out Kuruko!,,,,,,,,,
1208444969,Help fund Fiddler On The Roof at MHS!,Musical,Theater,USD,2014-11-07,2500,2014-10-08 03:54:25,2786,successful,59,US,2786,2786,2500,"Help McFarland High School present Fiddler On The Roof! Although we joke a lot in our video, this will be a massive production!",,,,,,,,,
